Datased name: Pilot top-down CO2 Budget constrained by the v10 OCO-2 MIP Version 1.0
Data description paper title: National CO2 Budgets (2015-2020) inferred from atmospheric CO2 observations in support of the Global Stocktake
Byrne et al. 2022
contact: Brendan Byrne - email: brendan.k.byrne@jpl.nasa.gov
Created 25 May 2022
Version 1.0
-- Description ---
This is a pilot CO2 Budget for countries over 2015-2020. Estimates of carbon fluxes are obtained by combining top-down constraints on net carbon exchange from atmospheric CO2 and bottom-up process specific fluxes of carbon (fossil fuel emissions and lateral fluxes associated with crop trade and wood trade and river export) with specific data sources listed below.
-- Data sources ---
Net Carbon Exchange (NCE): version 10 of the Orbiting Carbon Observatory Model Intercomparison Project (OCO-2 MIP) [https://gml.noaa.gov/ccgg/OCO2_v10mip/]
Fossil Fuel and cement production emissions (FF):  Open-source Data Inventory for Anthropogenic CO2 (ODIAC) emission data product [Oda et al. 2018; https://doi.org/10.5194/essd-10-87-2018] with day-of-week and diurnal variations from Nassar et al. [2013; https://doi.org/10.1029/2012JD018196]
Crop and Wood lateral fluxes (F wood trade + F crop trade): Following the approaches of Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022] and Ciais et al. [2020; https://doi.org/10.1093/nsr/nwaa145] which utilizes crop and wood trade data compiled by Food and Agriculture Organization of the United Nations [FAO; http://www.fao.org/faostat/en/#data]
River lateral fluxes (F rivers export): Combine modeled estiated from Dynamic Land Ecosystem Model (DLEM) [https://chess.auburn.edu/models/] and Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022]
-- Variables ---
Alpha 3 Code - three-letter country codes defined in International Organization for Standardization (ISO) 3166-1 -OR- Name of supranational Region
Year - Gregorian calendar year / mean indicates 2015-2020 mean value
IS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble; Positive flux = decrease in land carbon
IS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble
LNLG dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble; Positive flux = decrease in land carbon
LNLG dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble; Positive flux = decrease in land carbon
LNLGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble; Positive flux = decrease in land carbon
LNLGOGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NCE - net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
River - F rivers export -  Lateral flux of carbon by rivers
River unc - F rivers export unc -  Uncertainty in lateral flux of carbon by rivers
Wood+Crop - F wood trade + F crop trade -  Lateral flux of carbon in wood and crops
Wood+Crop unc - F wood trade unc + F crop trade unc - Uncertainty in lateral flux of carbon in wood and crops
FF - Fossil Fuel and cement production emissions; Positive flux from land to atmosphere
FF unc - Uncertainty in Fossil Fuel and cement production emissions
Z-statistic - statistical difference between LNLG and IS NCE defined as (median(NCE_LNLG)-median(NCE_IS))/std(NCE_LNLG-NCE_IS)
Fractional Uncertainty Reduction (FUR) for the IS experiment defined as 1 - Posterior_NCE_std_IS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLG experiment defined as 1 - Posterior_NCE_std_LNLG/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGIS experiment defined as 1 - Posterior_NCE_std_LNLGIS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGOGIS experiment defined as 1 - Posterior_NCE_std_LNLGOGIS/Prior_NCE_std
----------------
Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
ARE,mean,-1.16177e+01,1.09884e+01,-1.17480e+01,1.10100e+01,-1.13435e+01,1.10620e+01,-1.15589e+01,1.09913e+01,1.42840e-01,1.04004e+01,1.24588e-02,1.04231e+01,4.16968e-01,1.04781e+01,2.01557e-01,1.04034e+01,2.11750e+02,4.38359e-01,2.11620e+02,8.16223e-01,2.12024e+02,1.34742e+00,2.11809e+02,5.04720e-01,-6.09944e-02,2.03897e-02,1.18215e+01,3.54645e+00,2.11607e+02,1.03911e+01,-0.38,0.01,-0.06,0.02,-0.02
ARG,2015,1.12047e+02,2.42044e+02,-7.19161e+02,7.00999e+02,-3.98645e+02,7.41318e+02,4.78970e+01,8.35261e+02,-4.11207e+01,2.42044e+02,-8.72328e+02,7.00999e+02,-5.51813e+02,7.41318e+02,-1.05270e+02,8.35261e+02,1.56704e+02,2.41266e+02,-6.74504e+02,7.00731e+02,-3.53989e+02,7.41064e+02,9.25538e+01,8.35036e+02,-3.90733e+01,2.86555e+00,-1.14094e+02,-3.42282e+01,1.97824e+02,1.93936e+01,-1.15,0.28,0.7,0.72,0.72
ARG,2016,-2.10205e+02,3.67245e+02,-1.09646e+03,2.88668e+02,-9.91864e+02,3.96966e+02,-2.53812e+02,5.45195e+02,-3.63917e+02,3.67245e+02,-1.25017e+03,2.88668e+02,-1.14558e+03,3.96966e+02,-4.07524e+02,5.45195e+02,-1.65693e+02,3.66737e+02,-1.05195e+03,2.88022e+02,-9.47352e+02,3.96496e+02,-2.09300e+02,5.44854e+02,-3.96176e+01,3.95405e+00,-1.14094e+02,-3.42282e+01,1.98224e+02,1.93036e+01,-1.71,0.28,0.7,0.72,0.72
ARG,2017,-3.27038e+02,3.15110e+02,-9.13552e+02,4.70527e+02,-6.24537e+02,5.82199e+02,-5.95992e+02,6.78966e+02,-4.79001e+02,3.15110e+02,-1.06551e+03,4.70527e+02,-7.76500e+02,5.82199e+02,-7.47955e+02,6.78966e+02,-2.85547e+02,3.14540e+02,-8.72061e+02,4.70145e+02,-5.83046e+02,5.81891e+02,-5.54501e+02,6.78702e+02,-3.78692e+01,4.57247e-01,-1.14094e+02,-3.42282e+01,1.93454e+02,1.89496e+01,-1.51,0.28,0.7,0.72,0.72
ARG,2018,-2.45061e+02,2.17192e+02,-8.15288e+02,5.52578e+02,-3.66575e+02,6.57288e+02,-4.82815e+02,4.03436e+02,-3.95608e+02,2.17192e+02,-9.65835e+02,5.52578e+02,-5.17122e+02,6.57288e+02,-6.33362e+02,4.03436e+02,-2.05448e+02,2.16364e+02,-7.75676e+02,5.52253e+02,-3.26962e+02,6.57015e+02,-4.43203e+02,4.02991e+02,-3.64529e+01,2.37525e+00,-1.14094e+02,-3.42282e+01,1.90159e+02,1.89496e+01,-1.28,0.28,0.7,0.72,0.72
ARG,2019,-2.13240e+02,3.54183e+02,-1.27255e+03,5.58181e+02,-1.18613e+03,7.27737e+02,-6.23316e+02,4.89948e+02,-3.63351e+02,3.54183e+02,-1.42266e+03,5.58181e+02,-1.33624e+03,7.27737e+02,-7.73427e+02,4.89948e+02,-1.78715e+02,3.53651e+02,-1.23802e+03,5.57844e+02,-1.15160e+03,7.27478e+02,-5.88791e+02,4.89564e+02,-3.60174e+01,3.24623e+00,-1.14094e+02,-3.42282e+01,1.84636e+02,1.93936e+01,-1.73,0.28,0.7,0.72,0.72
ARG,2020,-4.18437e+02,3.95979e+02,-8.78118e+02,4.57886e+02,-9.76530e+02,4.47187e+02,-8.46341e+01,4.79598e+02,-5.70337e+02,3.95979e+02,-1.03002e+03,4.57886e+02,-1.12843e+03,4.47187e+02,-2.36534e+02,4.79598e+02,-3.99051e+02,3.95504e+02,-8.58732e+02,4.57475e+02,-9.57144e+02,4.46766e+02,-6.52483e+01,4.79206e+02,-3.78061e+01,2.57966e+00,-1.14094e+02,-3.42282e+01,1.71286e+02,1.93936e+01,-0.69,0.28,0.7,0.72,0.72
ARG,mean,-1.84154e+02,1.97942e+02,-1.05283e+03,4.78819e+02,-6.55320e+02,4.72673e+02,-3.53524e+02,5.92391e+02,-3.36054e+02,1.94943e+02,-1.20473e+03,4.77587e+02,-8.07220e+02,4.71425e+02,-5.05424e+02,5.91396e+02,-1.46790e+02,1.93992e+02,-1.01546e+03,4.77200e+02,-6.17956e+02,4.71033e+02,-3.16160e+02,5.91083e+02,-3.78061e+01,2.57966e+00,-1.14094e+02,-3.42282e+01,1.89264e+02,1.92306e+01,-1.52,0.28,0.7,0.72,0.72
ARM,2015,-1.10513e+00,6.28972e+00,-2.19345e+00,5.02838e+00,-6.82782e-01,4.54881e+00,-1.47352e+00,6.21603e+00,-2.45914e-01,6.28972e+00,-1.33424e+00,5.02838e+00,1.76431e-01,4.54881e+00,-6.14310e-01,6.21603e+00,4.96375e+00,6.27879e+00,3.87542e+00,5.01470e+00,5.38609e+00,4.53369e+00,4.59535e+00,6.20497e+00,-1.44247e-01,2.77819e-01,1.00346e+00,3.01038e-01,5.20966e+00,3.70641e-01,-0.21,0.02,0.52,0.38,0.46
ARM,2016,-2.44958e+00,3.94843e+00,9.65936e-01,4.62140e+00,-1.86820e+00,2.92824e+00,-4.50453e+00,3.01112e+00,-1.59104e+00,3.94843e+00,1.82447e+00,4.62140e+00,-1.00967e+00,2.92824e+00,-3.64599e+00,3.01112e+00,3.83921e+00,3.93019e+00,7.25473e+00,4.60583e+00,4.42059e+00,2.90360e+00,1.78426e+00,2.98717e+00,-1.44922e-01,2.76469e-01,1.00346e+00,3.01038e-01,5.43025e+00,3.79053e-01,0.91,0.02,0.52,0.38,0.46
ARM,2017,1.99854e+00,8.65878e+00,-8.16993e-02,3.78420e+00,-1.39296e-01,6.69231e+00,-3.72901e-01,3.09749e+00,2.85757e+00,8.65878e+00,7.77330e-01,3.78420e+00,7.19733e-01,6.69231e+00,4.86128e-01,3.09749e+00,8.48766e+00,8.64926e+00,6.40742e+00,3.76237e+00,6.34982e+00,6.67999e+00,6.11622e+00,3.07078e+00,-1.44431e-01,2.77451e-01,1.00346e+00,3.01038e-01,5.63009e+00,4.05915e-01,-0.62,0.02,0.52,0.38,0.46
ARM,2018,-2.07327e+00,3.34268e+00,5.23836e+00,7.47690e+00,6.29873e+00,1.06899e+01,2.86862e+00,5.69934e+00,-1.21396e+00,3.34268e+00,6.09767e+00,7.47690e+00,7.15803e+00,1.06899e+01,3.72793e+00,5.69934e+00,4.55365e+00,3.31794e+00,1.18653e+01,7.46588e+00,1.29256e+01,1.06822e+01,9.49554e+00,5.68487e+00,-1.44155e-01,2.78003e-01,1.00346e+00,3.01038e-01,5.76761e+00,4.05915e-01,1.42,0.02,0.52,0.38,0.46
ARM,2019,-4.56071e+00,3.78368e+00,-4.99989e-01,3.07573e+00,-1.99110e+00,2.36742e+00,-3.25467e+00,3.09411e+00,-3.70094e+00,3.78368e+00,3.59776e-01,3.07573e+00,-1.13134e+00,2.36742e+00,-2.39491e+00,3.09411e+00,2.35644e+00,3.76549e+00,6.41715e+00,3.05331e+00,4.92604e+00,2.33823e+00,3.66247e+00,3.07183e+00,-1.43695e-01,2.78923e-01,1.00346e+00,3.01038e-01,6.05738e+00,3.70641e-01,0.89,0.02,0.52,0.38,0.46
ARM,2020,-1.27867e+00,2.42269e+00,2.92284e+00,9.08053e+00,5.81573e+00,9.79211e+00,-8.90523e-01,7.20220e+00,-4.19498e-01,2.42269e+00,3.78201e+00,9.08053e+00,6.67490e+00,9.79211e+00,-3.13523e-02,7.20220e+00,5.19749e+00,2.39417e+00,9.39900e+00,9.07297e+00,1.22919e+01,9.78509e+00,5.58564e+00,7.19266e+00,-1.44290e-01,2.77733e-01,1.00346e+00,3.01038e-01,5.61699e+00,3.70641e-01,0.45,0.02,0.52,0.38,0.46
ARM,mean,-1.64272e+00,2.55883e+00,1.00828e+00,3.80298e+00,1.62950e+00,5.21531e+00,3.60473e-01,3.44798e+00,-7.83547e-01,2.52583e+00,1.86745e+00,3.78086e+00,2.48867e+00,5.19920e+00,1.21964e+00,3.42357e+00,4.83512e+00,2.49651e+00,7.48611e+00,3.76133e+00,8.10733e+00,5.18502e+00,6.83831e+00,3.40199e+00,-1.44290e-01,2.77733e-01,1.00346e+00,3.01038e-01,5.61866e+00,3.83801e-01,0.8,0.02,0.52,0.38,0.46
ATG,2015,-1.85352e-01,1.24838e-01,-1.85947e-01,1.56946e-01,-1.92708e-01,1.31372e-01,-4.96244e-02,1.92733e-01,-1.48660e-01,1.24838e-01,-1.49256e-01,1.56946e-01,-1.56016e-01,1.31372e-01,-1.29329e-02,1.92733e-01,3.59568e-01,1.15026e-01,3.58972e-01,1.49260e-01,3.52212e-01,1.22086e-01,4.95295e-01,1.86527e-01,-1.91797e-06,3.83595e-06,3.66933e-02,1.10080e-02,5.08228e-01,4.85137e-02,-0.0,0.05,-0.09,0.0,-0.01
ATG,2016,-1.15648e-01,1.55124e-01,-4.18484e-02,1.11700e-01,-9.19348e-02,8.32059e-02,6.58410e-02,2.19299e-01,-7.89573e-02,1.55124e-01,-5.15747e-03,1.11700e-01,-5.52439e-02,8.32059e-02,1.02532e-01,2.19299e-01,4.27660e-01,1.46973e-01,5.01459e-01,1.00071e-01,4.51373e-01,6.67879e-02,6.09149e-01,2.13610e-01,-2.41906e-06,4.83813e-06,3.66933e-02,1.10080e-02,5.06617e-01,4.96247e-02,0.37,0.05,-0.09,0.0,-0.01
ATG,2017,-1.47019e-01,1.30850e-01,-1.73254e-01,1.50422e-01,-1.89535e-01,1.48541e-01,-2.43908e-02,2.16170e-01,-1.10328e-01,1.30850e-01,-1.36564e-01,1.50422e-01,-1.52844e-01,1.48541e-01,1.23001e-02,2.16170e-01,3.96116e-01,1.21075e-01,3.69880e-01,1.42001e-01,3.53600e-01,1.40007e-01,5.18744e-01,2.10397e-01,-2.44210e-06,4.88421e-06,3.66933e-02,1.10080e-02,5.06444e-01,4.96247e-02,-0.18,0.05,-0.09,0.0,-0.01
ATG,2018,-2.14715e-01,1.58657e-01,-2.16961e-01,1.37417e-01,-2.20993e-01,1.29009e-01,8.88350e-02,2.20304e-01,-1.78022e-01,1.58657e-01,-1.80269e-01,1.37417e-01,-1.84300e-01,1.29009e-01,1.25527e-01,2.20304e-01,3.38782e-01,1.50697e-01,3.36535e-01,1.28143e-01,3.32504e-01,1.19083e-01,6.42332e-01,2.14642e-01,-9.10029e-07,1.82006e-06,3.66933e-02,1.10080e-02,5.16804e-01,4.96247e-02,-0.01,0.05,-0.09,0.0,-0.01
ATG,2019,-1.30330e-01,1.41409e-01,-1.72936e-01,1.29914e-01,-1.51914e-01,1.18314e-01,8.88359e-02,1.92123e-01,-9.36386e-02,1.41409e-01,-1.36245e-01,1.29914e-01,-1.15222e-01,1.18314e-01,1.25527e-01,1.92123e-01,4.35786e-01,1.32826e-01,3.93180e-01,1.20516e-01,4.14202e-01,1.07910e-01,6.54952e-01,1.85897e-01,-1.80278e-06,3.60556e-06,3.66933e-02,1.10080e-02,5.29424e-01,4.85137e-02,-0.31,0.05,-0.09,0.0,-0.01
ATG,2020,-1.79464e-01,1.63102e-01,-1.05658e-01,1.06099e-01,-1.05468e-01,1.20207e-01,8.84699e-02,1.07654e-01,-1.42773e-01,1.63102e-01,-6.89661e-02,1.06099e-01,-6.87770e-02,1.20207e-01,1.25161e-01,1.07654e-01,3.32270e-01,1.55719e-01,4.06077e-01,9.43584e-02,4.06266e-01,1.09983e-01,6.00204e-01,9.61035e-02,-1.89839e-06,3.79678e-06,3.66933e-02,1.10080e-02,4.75043e-01,4.85137e-02,0.45,0.05,-0.09,0.0,-0.01
ATG,mean,-1.15198e-01,1.32827e-01,-1.73984e-01,1.38768e-01,-1.53805e-01,1.16214e-01,8.87140e-02,1.49662e-01,-7.85069e-02,1.32371e-01,-1.37293e-01,1.38331e-01,-1.17114e-01,1.15691e-01,1.25405e-01,1.49257e-01,4.28586e-01,1.22940e-01,3.69801e-01,1.29336e-01,3.89979e-01,1.04769e-01,6.32499e-01,1.40960e-01,-1.89839e-06,3.79678e-06,3.66933e-02,1.10080e-02,5.07093e-01,4.90692e-02,-0.37,0.05,-0.09,0.0,-0.01
AUS,2015,7.19106e+02,4.86008e+02,-2.92026e+02,5.30202e+02,-1.28567e+02,5.57277e+02,1.05532e+02,3.68055e+02,6.16212e+02,4.86008e+02,-3.94921e+02,5.30202e+02,-2.31461e+02,5.57277e+02,2.63816e+00,3.68055e+02,1.00539e+03,4.85953e+02,-5.74213e+00,5.30152e+02,1.57717e+02,5.57229e+02,3.91817e+02,3.67982e+02,-5.03980e+01,1.91657e+01,-5.24963e+01,-1.57489e+01,3.89178e+02,7.30224e+00,-1.41,0.45,0.66,0.73,0.78
AUS,2016,1.79542e+02,5.81492e+02,-1.60743e+03,6.07248e+02,-1.03011e+03,7.63911e+02,-9.73068e+02,4.60648e+02,7.99587e+01,5.81492e+02,-1.70702e+03,6.07248e+02,-1.12969e+03,7.63911e+02,-1.07265e+03,4.60648e+02,4.76149e+02,5.81446e+02,-1.31083e+03,6.07203e+02,-7.33502e+02,7.63876e+02,-6.76461e+02,4.60589e+02,-4.70871e+01,1.25438e+01,-5.24963e+01,-1.57489e+01,3.96191e+02,7.38313e+00,-2.03,0.45,0.66,0.73,0.78
AUS,2017,2.05609e+02,3.14379e+02,-5.88154e+02,6.96563e+02,-6.49417e+02,6.57903e+02,-5.38624e+02,4.47937e+02,9.20558e+01,3.14379e+02,-7.01706e+02,6.96563e+02,-7.62970e+02,6.57903e+02,-6.52176e+02,4.47937e+02,4.83743e+02,3.14294e+02,-3.10019e+02,6.96525e+02,-3.71282e+02,6.57862e+02,-2.60489e+02,4.47877e+02,-6.10564e+01,4.04825e+01,-5.24963e+01,-1.57489e+01,3.91688e+02,7.32475e+00,-1.25,0.45,0.66,0.73,0.78
AUS,2018,4.52427e+02,4.26042e+02,1.56274e+02,5.40692e+02,4.00003e+02,6.54311e+02,3.24421e+02,2.97023e+02,3.36251e+02,4.26042e+02,4.00982e+01,5.40692e+02,2.83827e+02,6.54311e+02,2.08245e+02,2.97023e+02,7.28241e+02,4.25979e+02,4.32088e+02,5.40643e+02,6.75816e+02,6.54270e+02,6.00234e+02,2.96933e+02,-6.36797e+01,4.57292e+01,-5.24963e+01,-1.57489e+01,3.91990e+02,7.32475e+00,-1.1,0.45,0.66,0.73,0.78
AUS,2019,3.98353e+02,3.76724e+02,7.29143e+02,4.25486e+02,5.42135e+02,8.53641e+02,7.57721e+02,3.99615e+02,2.91631e+02,3.76724e+02,6.22421e+02,4.25486e+02,4.35414e+02,8.53641e+02,6.51000e+02,3.99615e+02,6.98737e+02,3.76653e+02,1.02953e+03,4.25423e+02,8.42519e+02,8.53610e+02,1.05811e+03,3.99548e+02,-5.42248e+01,2.68192e+01,-5.24963e+01,-1.57489e+01,4.07105e+02,7.30224e+00,0.58,0.45,0.66,0.73,0.78
AUS,2020,-4.65962e+00,6.46899e+02,-1.56263e+02,5.06529e+02,7.67129e+01,7.39777e+02,-2.77637e+02,3.61801e+02,-1.12445e+02,6.46899e+02,-2.64048e+02,5.06529e+02,-3.10726e+01,7.39777e+02,-3.85423e+02,3.61801e+02,2.58815e+02,6.46857e+02,1.07211e+02,5.06477e+02,3.40187e+02,7.39741e+02,-1.41629e+01,3.61728e+02,-5.52892e+01,2.89481e+01,-5.24963e+01,-1.57489e+01,3.71260e+02,7.30224e+00,-0.57,0.45,0.66,0.73,0.78
AUS,mean,2.40961e+02,4.38395e+02,-2.58296e+02,5.00938e+02,-1.08477e+02,4.40286e+02,-5.80753e+01,2.63321e+02,1.33176e+02,4.37155e+02,-3.66081e+02,4.99853e+02,-2.16263e+02,4.39050e+02,-1.65861e+02,2.61251e+02,5.24411e+02,4.37094e+02,2.51539e+01,4.99799e+02,1.74973e+02,4.38989e+02,2.25374e+02,2.61148e+02,-5.52892e+01,2.89481e+01,-5.24963e+01,-1.57489e+01,3.91235e+02,7.32323e+00,-1.28,0.45,0.66,0.73,0.78
AUT,2015,-2.30387e+01,3.84443e+01,-2.99571e+01,3.90380e+01,-2.74236e+01,3.11847e+01,-4.02049e+01,3.18934e+01,-2.27379e+01,3.84443e+01,-2.96563e+01,3.90380e+01,-2.71228e+01,3.11847e+01,-3.99041e+01,3.18934e+01,4.73476e+01,3.84253e+01,4.04292e+01,3.90193e+01,4.29627e+01,3.11613e+01,3.01814e+01,3.18705e+01,-3.05242e+00,2.68871e-01,3.35319e+00,1.00596e+00,7.00855e+01,1.20758e+00,-0.15,0.38,0.34,0.5,0.45
AUT,2016,-3.75035e+01,3.28571e+01,-4.98831e+01,2.12414e+01,-3.08194e+01,2.68105e+01,-5.99924e+01,4.43656e+01,-3.71411e+01,3.28571e+01,-4.95207e+01,2.12414e+01,-3.04570e+01,2.68105e+01,-5.96300e+01,4.43656e+01,3.39577e+01,3.28348e+01,2.15781e+01,2.12067e+01,4.06419e+01,2.67830e+01,1.14689e+01,4.43490e+01,-2.99076e+00,3.92192e-01,3.35319e+00,1.00596e+00,7.10988e+01,1.21286e+00,-0.3,0.38,0.34,0.5,0.45
AUT,2017,-3.38652e+01,1.97645e+01,-4.94573e+01,3.62398e+01,-3.62602e+01,2.19379e+01,-4.93816e+01,4.15514e+01,-3.32850e+01,1.97645e+01,-4.88771e+01,3.62398e+01,-3.56800e+01,2.19379e+01,-4.88014e+01,4.15514e+01,3.99071e+01,1.97238e+01,2.43149e+01,3.62177e+01,3.75120e+01,2.19013e+01,2.43906e+01,4.15321e+01,-2.77300e+00,8.27710e-01,3.35319e+00,1.00596e+00,7.31920e+01,1.26705e+00,-0.32,0.38,0.34,0.5,0.45
AUT,2018,-2.00122e+01,5.01166e+01,-3.34854e+01,5.31306e+01,-4.51709e+01,3.67012e+01,-4.98902e+01,4.72340e+01,-1.96340e+01,5.01166e+01,-3.31073e+01,5.31306e+01,-4.47928e+01,3.67012e+01,-4.95120e+01,4.72340e+01,5.23175e+01,5.01006e+01,3.88443e+01,5.31155e+01,2.71587e+01,3.66793e+01,2.24395e+01,4.72170e+01,-2.97502e+00,4.23670e-01,3.35319e+00,1.00596e+00,7.19515e+01,1.26705e+00,-0.43,0.38,0.34,0.5,0.45
AUT,2019,-3.00196e+01,3.82928e+01,-2.07465e+01,4.88877e+01,-1.97164e+01,5.45122e+01,-5.00932e+01,2.71897e+01,-2.94768e+01,3.82928e+01,-2.02038e+01,4.88877e+01,-1.91737e+01,5.45122e+01,-4.95505e+01,2.71897e+01,4.39679e+01,3.82737e+01,5.32409e+01,4.88728e+01,5.42710e+01,5.44988e+01,2.38942e+01,2.71628e+01,-2.81046e+00,7.52805e-01,3.35319e+00,1.00596e+00,7.34447e+01,1.20758e+00,0.21,0.38,0.34,0.5,0.45
AUT,2020,-3.19186e+01,2.82322e+01,-2.97610e+01,2.27328e+01,-2.39704e+01,4.30938e+01,-6.47101e+01,3.47643e+01,-3.14857e+01,2.82322e+01,-2.93281e+01,2.27328e+01,-2.35375e+01,4.30938e+01,-6.42773e+01,3.47643e+01,3.65078e+01,2.82064e+01,3.86654e+01,2.27007e+01,4.44560e+01,4.30769e+01,3.71622e+00,3.47433e+01,-2.92033e+00,5.33050e-01,3.35319e+00,1.00596e+00,6.79935e+01,1.20758e+00,0.09,0.38,0.34,0.5,0.45
AUT,mean,-3.38507e+01,3.52226e+01,-2.79823e+01,3.26309e+01,-2.47180e+01,3.11693e+01,-5.25435e+01,3.86467e+01,-3.34179e+01,3.52042e+01,-2.75495e+01,3.26111e+01,-2.42851e+01,3.11485e+01,-5.21106e+01,3.86299e+01,3.78765e+01,3.51828e+01,4.37449e+01,3.25879e+01,4.70092e+01,3.11243e+01,1.91837e+01,3.86104e+01,-2.92033e+00,5.33050e-01,3.35319e+00,1.00596e+00,7.12943e+01,1.22828e+00,0.14,0.38,0.34,0.5,0.45
AZE,2015,-1.11681e+00,1.63465e+01,1.27684e+01,1.40237e+01,5.81307e+00,1.90089e+01,-3.37227e+00,3.37360e+01,1.35780e+00,1.63465e+01,1.52430e+01,1.40237e+01,8.28768e+00,1.90089e+01,-8.97654e-01,3.37360e+01,3.71855e+01,1.61090e+01,5.10707e+01,1.37461e+01,4.41154e+01,1.88050e+01,3.49301e+01,3.36215e+01,-5.78187e-01,1.10149e+00,3.05280e+00,9.15840e-01,3.58277e+01,2.77628e+00,0.7,-0.0,0.29,0.31,0.24
AZE,2016,-9.00100e+00,1.35148e+01,4.02071e+00,1.32879e+01,-7.00732e+00,1.83379e+01,-1.01052e+01,1.74312e+01,-6.52986e+00,1.35148e+01,6.49185e+00,1.32879e+01,-4.53617e+00,1.83379e+01,-7.63403e+00,1.74312e+01,2.95805e+01,1.32259e+01,4.26022e+01,1.29939e+01,3.15742e+01,1.81260e+01,2.84763e+01,1.72081e+01,-5.81657e-01,1.09455e+00,3.05280e+00,9.15840e-01,3.61103e+01,2.77954e+00,2.09,-0.0,0.29,0.31,0.24
AZE,2017,4.94356e+00,2.49347e+01,3.89537e+00,2.42527e+01,-5.99921e+00,3.91478e+01,-3.00220e-01,2.66961e+01,7.41722e+00,2.49347e+01,6.36903e+00,2.42527e+01,-3.52554e+00,3.91478e+01,2.17345e+00,2.66961e+01,4.33210e+01,2.47834e+01,4.22729e+01,2.40972e+01,3.23783e+01,3.90516e+01,3.80773e+01,2.65549e+01,-5.79135e-01,1.09960e+00,3.05280e+00,9.15840e-01,3.59038e+01,2.74209e+00,-0.08,-0.0,0.29,0.31,0.24
